#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Acholeplasmataceae bacterium UBA4853	Bacteria	Terrabacteria group	Mycoplasmatota	1.44715	-	-	-	1
Acholeplasmataceae bacterium UBA4870	Bacteria	Terrabacteria group	Mycoplasmatota	1.17805	-	-	-	1
Acholeplasmataceae bacterium UBA4904	Bacteria	Terrabacteria group	Mycoplasmatota	1.19007	-	-	-	1
Acholeplasmataceae bacterium UBA4950	Bacteria	Terrabacteria group	Mycoplasmatota	1.28065	-	-	-	1
Acholeplasmataceae bacterium UBA5000	Bacteria	Terrabacteria group	Mycoplasmatota	1.13567	-	-	-	1
Acholeplasmataceae bacterium UBA5222	Bacteria	Terrabacteria group	Mycoplasmatota	1.14766	-	-	-	1
Acholeplasmataceae bacterium UBA5250	Bacteria	Terrabacteria group	Mycoplasmatota	1.23054	-	-	-	1
Acholeplasmataceae bacterium UBA5264	Bacteria	Terrabacteria group	Mycoplasmatota	1.15898	-	-	-	1
Acholeplasmataceae bacterium UBA5282	Bacteria	Terrabacteria group	Mycoplasmatota	1.25103	-	-	-	1
Acholeplasmataceae bacterium UBA5354	Bacteria	Terrabacteria group	Mycoplasmatota	1.10042	-	-	-	1
Acholeplasmataceae bacterium UBA5386	Bacteria	Terrabacteria group	Mycoplasmatota	1.09662	-	-	-	1
Acholeplasmataceae bacterium UBA5409	Bacteria	Terrabacteria group	Mycoplasmatota	1.29511	-	-	-	1
Acholeplasmataceae bacterium UBA5430	Bacteria	Terrabacteria group	Mycoplasmatota	1.16703	-	-	-	1
Acholeplasmataceae bacterium UBA5453	Bacteria	Terrabacteria group	Mycoplasmatota	0.998003	-	-	-	1
Acholeplasmataceae bacterium UBA5468	Bacteria	Terrabacteria group	Mycoplasmatota	1.27505	-	-	-	1
Acholeplasmataceae bacterium UBA5491	Bacteria	Terrabacteria group	Mycoplasmatota	1.27951	-	-	-	1
Acholeplasmataceae bacterium UBA5617	Bacteria	Terrabacteria group	Mycoplasmatota	1.50177	-	-	-	1
Acholeplasmataceae bacterium UBA5635	Bacteria	Terrabacteria group	Mycoplasmatota	1.59563	-	-	-	1
Acholeplasmataceae bacterium UBA5769	Bacteria	Terrabacteria group	Mycoplasmatota	1.76018	-	-	-	1
Acholeplasmataceae bacterium UBA6150	Bacteria	Terrabacteria group	Mycoplasmatota	1.2855	-	-	-	1
Acholeplasmataceae bacterium UBA6181	Bacteria	Terrabacteria group	Mycoplasmatota	1.36058	-	-	-	1
Acholeplasmataceae bacterium UBA6190	Bacteria	Terrabacteria group	Mycoplasmatota	1.67015	-	-	-	1
Acholeplasmataceae bacterium UBA6235	Bacteria	Terrabacteria group	Mycoplasmatota	1.63881	-	-	-	1
Acholeplasmataceae bacterium UBA7643	Bacteria	Terrabacteria group	Mycoplasmatota	1.23828	-	-	-	1
Acholeplasmatales bacterium	Bacteria	Terrabacteria group	Mycoplasmatota	2.15261	-	-	-	59
Acholeplasmatales bacterium DTU056	Bacteria	Terrabacteria group	Mycoplasmatota	1.20785	-	-	-	1
Acholeplasmatales bacterium DTU067	Bacteria	Terrabacteria group	Mycoplasmatota	1.46914	-	-	-	2
Acholeplasmatales bacterium Tener_01	Bacteria	Terrabacteria group	Mycoplasmatota	0.885702	-	-	-	1
Acholoe squamosa	Eukaryota	Animals	Other Animals	1481.49	18	1	-	2
Achondrostoma oligolepis	Eukaryota	Animals	Fishes	948.159	-	-	-	2
Achroia grisella	Eukaryota	Animals	Insects	442.897	-	1	-	1
Achromatium	Bacteria	Pseudomonadota	Gammaproteobacteria	3.8456	-	-	-	3
Achromobacter	Bacteria	Pseudomonadota	Betaproteobacteria	9.08662	1	-	1	88
Achromobacter aegrifaciens	Bacteria	Pseudomonadota	Betaproteobacteria	6.67398	1	-	-	9
Achromobacter aestuarii	Bacteria	Pseudomonadota	Betaproteobacteria	5.33821	-	-	-	1
Achromobacter agilis	Bacteria	Pseudomonadota	Betaproteobacteria	6.37648	-	-	-	1
Achromobacter aloeverae	Bacteria	Pseudomonadota	Betaproteobacteria	6.49216	-	-	-	1
Achromobacter animicus	Bacteria	Pseudomonadota	Betaproteobacteria	5.93386	-	-	-	10
Achromobacter anxifer	Bacteria	Pseudomonadota	Betaproteobacteria	7.21291	-	-	-	4
Achromobacter arsenitoxydans	Bacteria	Pseudomonadota	Betaproteobacteria	6.15666	-	-	-	1
Achromobacter deleyi	Bacteria	Pseudomonadota	Betaproteobacteria	6.80951	1	-	-	8
Achromobacter denitrificans	Bacteria	Pseudomonadota	Betaproteobacteria	6.73688	1	-	-	20
Achromobacter dolens	Bacteria	Pseudomonadota	Betaproteobacteria	6.21623	-	-	-	8
Achromobacter insolitus	Bacteria	Pseudomonadota	Betaproteobacteria	6.42889	1	-	1	26
Achromobacter insuavis	Bacteria	Pseudomonadota	Betaproteobacteria	6.87692	-	-	-	16
Achromobacter kerstersii	Bacteria	Pseudomonadota	Betaproteobacteria	6.72074	-	-	-	2
Achromobacter marplatensis	Bacteria	Pseudomonadota	Betaproteobacteria	6.88584	-	-	-	6
Achromobacter mucicolens	Bacteria	Pseudomonadota	Betaproteobacteria	5.88728	1	-	-	22
Achromobacter pestifer	Bacteria	Pseudomonadota	Betaproteobacteria	6.90583	1	-	1	2
Achromobacter phage 83-24	Viruses	Other	Other	0.048216	1	-	-	1
Achromobacter phage AMA1	Viruses	Other	Other	0.046328	1	-	-	1
Achromobacter phage AMA2	Viruses	Other	Other	0.045901	1	-	-	1
Achromobacter phage AXY1	Viruses	Other	Casjensviridae	0.06195	1	-	-	1
Achromobacter phage JWAlpha	Viruses	Other	Schitoviridae	0.072329	1	-	-	1
Achromobacter phage JWDelta	Viruses	Other	Schitoviridae	0.073659	1	-	-	1
Achromobacter phage JWF	Viruses	Other	Other	0.081541	1	-	-	1
Achromobacter phage JWX	Viruses	Other	Other	0.049714	1	-	-	1
Achromobacter phage Mano	Viruses	Other	Other	0.042452	1	-	-	1
Achromobacter phage Motura	Viruses	Other	Other	0.221431	1	-	-	1
Achromobacter phage phiAxp-1	Viruses	Other	Other	0.045045	1	-	-	1
Achromobacter phage phiAxp-2	Viruses	Other	Casjensviridae	0.06222	1	-	-	1
Achromobacter phage phiAxp-3	Viruses	Other	Schitoviridae	0.072825	1	-	-	1
Achromobacter phage vB_AchrS_AchV4	Viruses	Other	Casjensviridae	0.059489	1	-	-	1
Achromobacter phage vB_Ade_ART	Viruses	Other	Other	0.095343	1	-	-	1
Achromobacter phage vB_AxyP_19-32_Axy04	Viruses	Other	Schitoviridae	0.073834	1	-	-	1
Achromobacter phage vB_AxyP_19-32_Axy09	Viruses	Other	Autographiviridae	0.043287	1	-	-	1
Achromobacter phage vB_AxyP_19-32_Axy10	Viruses	Other	Schitoviridae	0.073898	1	-	-	1
Achromobacter phage vB_AxyP_19-32_Axy11	Viruses	Other	Schitoviridae	0.073413	1	-	-	1
Achromobacter phage vB_AxyP_19-32_Axy12	Viruses	Other	Schitoviridae	0.074096	1	-	-	1
Achromobacter phage vB_AxyP_19-32_Axy13	Viruses	Other	Schitoviridae	0.070103	1	-	-	1
Achromobacter phage vB_AxyP_19-32_Axy21	Viruses	Other	Autographiviridae	0.043049	1	-	-	1
Achromobacter phage vB_AxyP_19-32_Axy22	Viruses	Other	Schitoviridae	0.07171	1	-	-	1
Achromobacter phage vB_AxyP_19-32_Axy23	Viruses	Other	Autographiviridae	0.043773	1	-	-	1
Achromobacter phage vB_AxyP_19-32_Axy24	Viruses	Other	Schitoviridae	0.074744	1	-	-	1
Achromobacter phage vB_AxyS_19-32_Axy06	Viruses	Other	Other	0.04583	1	-	-	1
Achromobacter phage vB_AxyS_19-32_Axy14	Viruses	Other	Other	0.046703	1	-	-	1
Achromobacter phage vB_AxyS_19-32_Axy16	Viruses	Other	Other	0.046178	1	-	-	1
Achromobacter phage vB_AxyS_19-32_Axy18	Viruses	Other	Other	0.0455	1	-	-	1
Achromobacter phage vB_AxyS_19-32_Axy19	Viruses	Other	Other	0.046036	1	-	-	1
Achromobacter phage vB_AxyS_19-32_Axy20	Viruses	Other	Other	0.046352	1	-	-	1
Achromobacter piechaudii	Bacteria	Pseudomonadota	Betaproteobacteria	6.17215	-	-	-	8
Achromobacter pulmonis	Bacteria	Pseudomonadota	Betaproteobacteria	6.00048	-	-	-	6
Achromobacter ruhlandii	Bacteria	Pseudomonadota	Betaproteobacteria	6.36668	1	-	-	37
Achromobacter spanius	Bacteria	Pseudomonadota	Betaproteobacteria	6.40703	1	-	-	13
Achromobacter veterisilvae	Bacteria	Pseudomonadota	Betaproteobacteria	6.81499	1	-	-	4
Achromobacter xylosoxidans	Bacteria	Pseudomonadota	Betaproteobacteria	6.90197	1	-	2	184
Achyranthes bidentata mosaic virus	Viruses	Other	Potyviridae	0.009482	1	-	-	1
Achyranthes virus A	Viruses	Other	Potyviridae	0.009491	1	-	-	1
Aciculoconidium aculeatum	Eukaryota	Fungi	Ascomycetes	17.9532	-	-	-	2
Aciculosporium take	Eukaryota	Fungi	Ascomycetes	58.8364	-	-	-	1
Acidaminobacter	Bacteria	Terrabacteria group	Bacillota	6.08894	1	-	-	5
Acidaminobacter hydrogenoformans	Bacteria	Terrabacteria group	Bacillota	3.61561	-	-	-	1
Acidaminococcaceae bacterium	Bacteria	Terrabacteria group	Bacillota	3.38232	-	-	-	144
Acidaminococcaceae bacterium UBA2453	Bacteria	Terrabacteria group	Bacillota	1.8056	-	-	-	1
Acidaminococcaceae bacterium UBA2812	Bacteria	Terrabacteria group	Bacillota	1.92758	-	-	-	1
Acidaminococcaceae bacterium UBA2842	Bacteria	Terrabacteria group	Bacillota	1.97782	-	-	-	1
Acidaminococcaceae bacterium UBA2873	Bacteria	Terrabacteria group	Bacillota	1.97075	-	-	-	1
Acidaminococcaceae bacterium UBA7746	Bacteria	Terrabacteria group	Bacillota	2.00075	-	-	-	1
Acidaminococcales bacterium	Bacteria	Terrabacteria group	Bacillota	3.05824	-	-	-	3
Acidaminococcus	Bacteria	Terrabacteria group	Bacillota	3.05704	-	-	-	76
Acidaminococcus fermentans	Bacteria	Terrabacteria group	Bacillota	2.32977	1	-	-	35
Acidaminococcus hominis	Bacteria	Terrabacteria group	Bacillota	2.63169	-	-	-	1
Acidaminococcus intestini	Bacteria	Terrabacteria group	Bacillota	2.28786	1	-	-	67
Acidaminococcus intestini CAG:325	Bacteria	Terrabacteria group	Bacillota	2.16158	-	-	-	1
Acidaminococcus massiliensis	Bacteria	Terrabacteria group	Bacillota	2.67	-	-	-	9
Acidaminococcus provencensis	Bacteria	Terrabacteria group	Bacillota	2.60549	-	-	-	3
Acidaminococcus timonensis	Bacteria	Terrabacteria group	Bacillota	2.29706	-	-	-	23
Acidianus ambivalens	Archaea	TACK group	Thermoproteota	2.25203	1	-	-	2
Acidianus bottle-shaped virus	Viruses	Other	Ampullaviridae	0.023814	1	-	-	1
Acidianus bottle-shaped virus 2 strain ABV2	Viruses	Other	Ampullaviridae	0.022613	1	-	-	1
Acidianus bottle-shaped virus 3 strain ABV3	Viruses	Other	Ampullaviridae	0.028489	1	-	-	1
Acidianus brierleyi	Archaea	TACK group	Thermoproteota	2.94724	1	-	-	1
Acidianus hospitalis	Archaea	TACK group	Thermoproteota	2.13765	1	-	-	2
Acidianus infernus	Archaea	TACK group	Thermoproteota	2.22241	-	-	-	3
Acidianus manzaensis	Archaea	TACK group	Thermoproteota	2.68746	1	-	-	1
Acidianus rod-shaped virus 1	Viruses	Other	Rudiviridae	0.024655	1	-	-	1
Acidianus rod-shaped virus 2	Viruses	Other	Rudiviridae	0.029763	1	-	-	1
Acidianus rod-shaped virus 3	Viruses	Other	Rudiviridae	0.023666	1	-	-	1
Acidianus sulfidivorans	Archaea	TACK group	Thermoproteota	2.26531	1	-	-	1
Acidianus tailed spindle virus	Viruses	Other	Bicaudaviridae	0.070812	1	-	-	1
Acidianus two-tailed phage variant 1	Viruses	Other	Bicaudaviridae	0.061783	1	-	-	1
Acidianus two-tailed virus 2	Viruses	Other	Bicaudaviridae	0.0579	1	-	-	1
Acidibrevibacterium fodinaquatile	Bacteria	Pseudomonadota	Alphaproteobacteria	4.03761	1	-	3	2
Acidicaldus organivorans	Bacteria	Pseudomonadota	Alphaproteobacteria	2.98963	-	-	-	1
Acidicapsa acidisoli	Bacteria	Acidobacteriota	Terriglobia	7.11355	-	-	-	1
Acidicapsa dinghuensis	Bacteria	Acidobacteriota	Terriglobia	6.1719	-	-	-	1
Acidicapsa ligni	Bacteria	Acidobacteriota	Terriglobia	5.67764	-	-	-	1
Acididesulfobacillus acetoxydans	Bacteria	Terrabacteria group	Bacillota	4.52022	1	-	-	2
Acidiella bohemica	Eukaryota	Fungi	Ascomycetes	26.8336	-	-	-	1
Acidiferrimicrobium australe	Bacteria	Terrabacteria group	Actinomycetota	4.07397	-	-	-	1
Acidiferrobacter	Bacteria	Pseudomonadota	Gammaproteobacteria	3.3984	1	-	-	61
Acidiferrobacter thiooxydans	Bacteria	Pseudomonadota	Gammaproteobacteria	3.30227	1	-	-	16
Acidiferrobacteraceae bacterium	Bacteria	Pseudomonadota	Gammaproteobacteria	3.50956	-	-	-	61
Acidiferrobacterales bacterium	Bacteria	Pseudomonadota	Gammaproteobacteria	4.84055	-	-	-	35
Acidihalobacter aeolianus	Bacteria	Pseudomonadota	Gammaproteobacteria	3.52612	1	-	1	1
Acidihalobacter ferrooxydans	Bacteria	Pseudomonadota	Gammaproteobacteria	3.44883	1	-	-	1
Acidihalobacter prosperus	Bacteria	Pseudomonadota	Gammaproteobacteria	3.35968	-	-	-	1
Acidihalobacter yilgarnensis	Bacteria	Pseudomonadota	Gammaproteobacteria	3.56694	1	-	-	1
Acidilobaceae archaeon	Archaea	TACK group	Thermoproteota	2.30195	-	-	-	90
Acidilobaceae archaeon UBA158	Archaea	TACK group	Thermoproteota	1.46594	-	-	-	1
Acidilobaceae archaeon UBA162	Archaea	TACK group	Thermoproteota	1.14774	-	-	-	1
Acidilobales archaeon	Archaea	TACK group	Thermoproteota	1.24502	-	-	-	3
Acidilobus	Archaea	TACK group	Thermoproteota	1.57202	1	-	-	21
Acidilobus saccharovorans	Archaea	TACK group	Thermoproteota	1.49645	1	-	-	1
Acidiluteibacter ferrifornacis	Bacteria	FCB group	Bacteroidota/Chlorobiota group	3.51757	-	-	-	1
Acidilutibacter cellobiosedens	Bacteria	Terrabacteria group	Bacillota	3.74372	1	-	-	1
Acidimangrovimonas sediminis	Bacteria	Pseudomonadota	Alphaproteobacteria	5.28427	-	-	-	1
Acidimicrobiaceae bacterium	Bacteria	Terrabacteria group	Actinomycetota	6.92735	-	-	-	1260
Acidimicrobiaceae bacterium AH-315-P05	Bacteria	Terrabacteria group	Actinomycetota	0.348896	-	-	-	1
Acidimicrobiaceae bacterium RAAP-2	Bacteria	Terrabacteria group	Actinomycetota	2.24069	-	-	-	1
Acidimicrobiaceae bacterium RAAP-3	Bacteria	Terrabacteria group	Actinomycetota	3.04698	-	-	-	1
Acidimicrobiaceae bacterium TMED130	Bacteria	Terrabacteria group	Actinomycetota	1.45832	-	-	-	1
Acidimicrobiaceae bacterium TMED189	Bacteria	Terrabacteria group	Actinomycetota	0.641117	-	-	-	1
Acidimicrobiaceae bacterium TMED210	Bacteria	Terrabacteria group	Actinomycetota	0.649068	-	-	-	1
Acidimicrobiaceae bacterium TMED224	Bacteria	Terrabacteria group	Actinomycetota	1.43549	-	-	-	1
Acidimicrobiaceae bacterium TMED244	Bacteria	Terrabacteria group	Actinomycetota	0.583806	-	-	-	1
Acidimicrobiaceae bacterium TMED77	Bacteria	Terrabacteria group	Actinomycetota	1.39397	-	-	-	1
Acidimicrobiaceae bacterium UBA2093	Bacteria	Terrabacteria group	Actinomycetota	1.66045	-	-	-	1
Acidimicrobiaceae bacterium UBA668	Bacteria	Terrabacteria group	Actinomycetota	3.34874	-	-	-	1
Acidimicrobiaceae bacterium UBA6895	Bacteria	Terrabacteria group	Actinomycetota	1.9657	-	-	-	1
Acidimicrobiaceae bacterium UBA7323	Bacteria	Terrabacteria group	Actinomycetota	2.37906	-	-	-	1
Acidimicrobiaceae bacterium UBA7830	Bacteria	Terrabacteria group	Actinomycetota	2.11059	-	-	-	1
Acidimicrobiales bacterium	Bacteria	Terrabacteria group	Actinomycetota	6.74761	30	-	-	888
Acidimicrobiales bacterium 20-64-4	Bacteria	Terrabacteria group	Actinomycetota	0.192988	-	-	-	1
Acidimicrobiales bacterium Acd.OSU.001	Bacteria	Terrabacteria group	Actinomycetota	1.38885	-	-	-	1
Acidimicrobiales bacterium AG-410-I20	Bacteria	Terrabacteria group	Actinomycetota	1.53275	-	-	-	2
Acidimicrobiales bacterium AG-410-K21	Bacteria	Terrabacteria group	Actinomycetota	1.0903	-	-	-	1
Acidimicrobiales bacterium AG-414-N20	Bacteria	Terrabacteria group	Actinomycetota	1.80565	-	-	-	1
Acidimicrobiales bacterium MED-G01	Bacteria	Terrabacteria group	Actinomycetota	1.95828	-	-	-	1
Acidimicrobiales bacterium mtb01	Bacteria	Terrabacteria group	Actinomycetota	2.55518	-	-	-	1
Acidimicrobiales bacterium UBA7543	Bacteria	Terrabacteria group	Actinomycetota	4.05107	-	-	-	1
Acidimicrobiia bacterium	Bacteria	Terrabacteria group	Actinomycetota	6.35314	1	-	-	725
Acidimicrobiia bacterium BACL6 MAG-120322-bin79	Bacteria	Terrabacteria group	Actinomycetota	1.75361	-	-	-	1
Acidimicrobiia bacterium BACL6 MAG-120910-bin40	Bacteria	Terrabacteria group	Actinomycetota	1.68832	-	-	-	1
Acidimicrobiia bacterium BACL6 MAG-120924-bin43	Bacteria	Terrabacteria group	Actinomycetota	1.54262	-	-	-	1
Acidimicrobiia bacterium BACL6 MAG-121220-bin61	Bacteria	Terrabacteria group	Actinomycetota	1.20514	-	-	-	1
Acidimicrobiia bacterium EGI L10123	Bacteria	Terrabacteria group	Actinomycetota	4.09539	-	-	-	1
Acidimicrobiia bacterium REDSEA-S09_B7	Bacteria	Terrabacteria group	Actinomycetota	2.02117	-	-	-	1
Acidimicrobiia bacterium REDSEA-S14_B4	Bacteria	Terrabacteria group	Actinomycetota	2.0985	-	-	-	1
Acidimicrobiia bacterium REDSEA-S20_B6	Bacteria	Terrabacteria group	Actinomycetota	1.75716	-	-	-	1
Acidimicrobiia bacterium REDSEA-S21_B10	Bacteria	Terrabacteria group	Actinomycetota	1.72669	-	-	-	1
Acidimicrobiia bacterium REDSEA-S33_B8N9	Bacteria	Terrabacteria group	Actinomycetota	2.14939	-	-	-	1
Acidimicrobiia bacterium UBA1281	Bacteria	Terrabacteria group	Actinomycetota	0.776704	-	-	-	1
Acidimicrobiia bacterium UBA2766	Bacteria	Terrabacteria group	Actinomycetota	3.77802	-	-	-	1
Acidimicrobiia bacterium UBA4461	Bacteria	Terrabacteria group	Actinomycetota	3.82586	-	-	-	1
Acidimicrobiia bacterium UBA4744	Bacteria	Terrabacteria group	Actinomycetota	3.11014	-	-	-	1
Acidimicrobiia bacterium UBA5794	Bacteria	Terrabacteria group	Actinomycetota	2.64262	-	-	-	1
Acidimicrobiia bacterium UBA6912	Bacteria	Terrabacteria group	Actinomycetota	3.93925	-	-	-	1
Acidimicrobium	Bacteria	Terrabacteria group	Actinomycetota	2.94604	-	-	-	110
Acidimicrobium ferrooxidans	Bacteria	Terrabacteria group	Actinomycetota	2.15816	1	-	-	17
Acidiphilium	Bacteria	Pseudomonadota	Alphaproteobacteria	6.92443	-	-	-	94
Acidiphilium acidophilum	Bacteria	Pseudomonadota	Alphaproteobacteria	4.16355	-	-	-	2
Acidiphilium angustum	Bacteria	Pseudomonadota	Alphaproteobacteria	4.17541	-	-	-	1
Acidiphilium cryptum	Bacteria	Pseudomonadota	Alphaproteobacteria	3.96308	1	-	8	1
Acidiphilium iwatense	Bacteria	Pseudomonadota	Alphaproteobacteria	4.16364	-	-	-	1
Acidiphilium multivorum	Bacteria	Pseudomonadota	Alphaproteobacteria	4.21474	1	-	8	5
Acidiphilium rubrum	Bacteria	Pseudomonadota	Alphaproteobacteria	3.97699	-	-	-	2
Acidipila	Bacteria	Acidobacteriota	Terriglobia	4.47508	-	-	-	4
Acidipila rosea	Bacteria	Acidobacteriota	Terriglobia	4.21373	-	-	-	1
Acidiplasma	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	1.84037	1	-	-	20
Acidiplasma aeolicum	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	1.7789	-	-	-	2
Acidiplasma cupricumulans	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	1.73108	-	-	-	2
Acidipropionibacterium	Bacteria	Terrabacteria group	Actinomycetota	3.68169	-	-	-	1
Acidipropionibacterium acidipropionici	Bacteria	Terrabacteria group	Actinomycetota	3.65138	1	-	1	11
Acidipropionibacterium jensenii	Bacteria	Terrabacteria group	Actinomycetota	2.99941	1	-	-	19
Acidipropionibacterium thoenii	Bacteria	Terrabacteria group	Actinomycetota	2.93807	-	-	-	2
Acidipropionibacterium timonense	Bacteria	Terrabacteria group	Actinomycetota	2.81651	-	-	-	1
Acidipropionibacterium virtanenii	Bacteria	Terrabacteria group	Actinomycetota	3.43287	1	-	-	1
Acidisarcina polymorpha	Bacteria	Acidobacteriota	Terriglobia	7.60073	1	-	4	1
Acidisoma	Bacteria	Pseudomonadota	Alphaproteobacteria	6.37932	1	-	4	5
Acidisoma cellulosilyticum	Bacteria	Pseudomonadota	Alphaproteobacteria	6.00438	-	-	-	1
Acidisoma silvae	Bacteria	Pseudomonadota	Alphaproteobacteria	5.43612	-	-	-	1
Acidisphaera	Bacteria	Pseudomonadota	Alphaproteobacteria	8.37083	-	-	-	91
Acidisphaera rubrifaciens	Bacteria	Pseudomonadota	Alphaproteobacteria	3.86227	-	-	-	1
Aciditerrimonas ferrireducens	Bacteria	Terrabacteria group	Actinomycetota	2.64995	-	-	-	2
Acidithiobacillaceae bacterium	Bacteria	Pseudomonadota	Acidithiobacillia	2.25433	-	-	-	5
Acidithiobacillales bacterium SG8_45	Bacteria	Pseudomonadota	Acidithiobacillia	2.28308	-	-	-	1
Acidithiobacillales bacterium SM1_46	Bacteria	Pseudomonadota	Acidithiobacillia	2.61636	-	-	-	1
Acidithiobacillales bacterium SM23_46	Bacteria	Pseudomonadota	Acidithiobacillia	2.82603	-	-	-	1
Acidithiobacillus	Bacteria	Pseudomonadota	Acidithiobacillia	5.49662	2	-	5	72
Acidithiobacillus albertensis	Bacteria	Pseudomonadota	Acidithiobacillia	3.50332	-	-	-	2
Acidithiobacillus caldus	Bacteria	Pseudomonadota	Acidithiobacillia	2.87663	1	-	4	27
Acidithiobacillus concretivorus	Bacteria	Pseudomonadota	Acidithiobacillia	2.79905	-	-	-	1
Acidithiobacillus ferrianus	Bacteria	Pseudomonadota	Acidithiobacillia	3.16586	-	-	-	1
Acidithiobacillus ferridurans	Bacteria	Pseudomonadota	Acidithiobacillia	2.9214	1	-	-	9
Acidithiobacillus ferriphilus	Bacteria	Pseudomonadota	Acidithiobacillia	2.53932	1	-	2	23
Acidithiobacillus ferrivorans	Bacteria	Pseudomonadota	Acidithiobacillia	3.45611	1	-	2	12
Acidithiobacillus ferrooxidans	Bacteria	Pseudomonadota	Acidithiobacillia	3.25704	1	-	5	61
Acidithiobacillus ferruginosus	Bacteria	Pseudomonadota	Acidithiobacillia	3.01139	-	-	-	1
Acidithiobacillus marinus	Bacteria	Pseudomonadota	Acidithiobacillia	2.90361	-	-	-	1
Acidithiobacillus montserratensis	Bacteria	Pseudomonadota	Acidithiobacillia	2.83368	-	-	-	1
Acidithiobacillus phage AcaML1	Viruses	Other	Other	0.059363	1	-	-	3
Acidithiobacillus sulfuriphilus	Bacteria	Pseudomonadota	Acidithiobacillia	2.81686	-	-	-	1
Acidithiobacillus sulfurivorans	Bacteria	Pseudomonadota	Acidithiobacillia	3.23296	-	-	-	1
Acidithiobacillus thiooxidans	Bacteria	Pseudomonadota	Acidithiobacillia	3.41573	1	-	-	28
Acidithrix ferrooxidans	Bacteria	Terrabacteria group	Actinomycetota	4.01987	-	-	-	1
Acidobacteria bacterium 13_1_20CM_2_55_15	Bacteria	Acidobacteriota	unclassified Acidobacteriota	3.44486	-	-	-	1
Acidobacteria bacterium 13_1_20CM_2_57_8	Bacteria	Acidobacteriota	unclassified Acidobacteriota	1.05526	-	-	-	1
Acidobacteria bacterium 13_1_20CM_2_60_10	Bacteria	Acidobacteriota	unclassified Acidobacteriota	2.13659	-	-	-	1
Acidobacteria bacterium 13_1_20CM_2_65_9	Bacteria	Acidobacteriota	unclassified Acidobacteriota	4.49101	-	-	-	1
Acidobacteria bacterium 13_1_20CM_2_68_14	Bacteria	Acidobacteriota	unclassified Acidobacteriota	1.97334	-	-	-	1
Acidobacteria bacterium 13_1_20CM_2_68_7	Bacteria	Acidobacteriota	unclassified Acidobacteriota	1.63258	-	-	-	1
Acidobacteria bacterium 13_1_20CM_3_53_8	Bacteria	Acidobacteriota	unclassified Acidobacteriota	6.10271	-	-	-	1
Acidobacteria bacterium 13_1_20CM_3_58_11	Bacteria	Acidobacteriota	unclassified Acidobacteriota	2.74389	-	-	-	1
Acidobacteria bacterium 13_1_20CM_4_56_7	Bacteria	Acidobacteriota	unclassified Acidobacteriota	2.86693	-	-	-	1
Acidobacteria bacterium 13_1_20CM_4_57_11	Bacteria	Acidobacteriota	unclassified Acidobacteriota	1.99448	-	-	-	1
Acidobacteria bacterium 13_1_20CM_58_21	Bacteria	Acidobacteriota	unclassified Acidobacteriota	3.86111	-	-	-	1
Acidobacteria bacterium 13_1_40CM_2_56_11	Bacteria	Acidobacteriota	unclassified Acidobacteriota	3.18183	-	-	-	1
Acidobacteria bacterium 13_1_40CM_2_56_5	Bacteria	Acidobacteriota	unclassified Acidobacteriota	1.10772	-	-	-	1
Acidobacteria bacterium 13_1_40CM_2_60_7	Bacteria	Acidobacteriota	unclassified Acidobacteriota	1.95541	-	-	-	1
Acidobacteria bacterium 13_1_40CM_2_64_6	Bacteria	Acidobacteriota	unclassified Acidobacteriota	1.25303	-	-	-	1
Acidobacteria bacterium 13_1_40CM_2_68_10	Bacteria	Acidobacteriota	unclassified Acidobacteriota	1.85308	-	-	-	1
